reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
3003,1368,376,2512,4,Highly recommend this brand.,7/10/2024 11:41
41343,18964,1650,1513,5,"""Not as expected; quality is poor.""",12/06/2025 11:37
2769,1272,1501,232,5,Highly recommend this brand.,31/05/2025 5:44
19003,8770,1882,6744,2,Decent product for the price.,18/07/2024 9:41
19127,8835,1264,195,4,Works perfectly!,30/06/2025 21:15
26952,12400,1049,386,5,Works perfectly!,3/01/2024 17:32
38161,17502,1918,321,4,"""Excellent product; will buy again.""",20/07/2024 4:30
42993,19766,1056,2609,4,Works perfectly!,20/03/2025 7:24
12390,5693,1628,6558,3,Item arrived damaged.,17/06/2025 0:18
34399,15795,1630,1818,2,Item arrived damaged.,24/10/2024 6:11
34955,16050,755,1377,1,"""Excellent product; will buy again.""",30/07/2025 22:27
36439,16734,1165,1008,5,Decent product for the price.,27/07/2024 16:41
25452,11748,1125,1852,4,Decent product for the price.,31/08/2025 17:49
20711,9575,336,7350,3,Fast shipping and good packaging.,15/01/2025 12:10
3753,1697,1722,7945,2,Item arrived damaged.,22/01/2024 0:44
3991,1816,779,7206,5,Color was different from images.,21/05/2024 17:30
1303,585,1731,299,4,Works perfectly!,23/02/2025 16:19
34512,15843,1347,890,4,"""Excellent product; will buy again.""",12/03/2024 20:55
32330,14848,731,8971,3,Decent product for the price.,29/09/2025 6:05
13094,6014,1488,9557,2,Item arrived damaged.,25/01/2024 16:25
14141,6510,811,8906,4,Works perfectly!,30/05/2024 22:05
35772,16425,1017,1001,5,Customer service was helpful.,8/09/2024 22:06
34481,15830,15,8727,4,Customer service was helpful.,20/07/2025 3:58
19343,8946,615,8494,3,Value for money.,10/10/2024 21:44
25962,11966,1548,5986,2,Color was different from images.,3/01/2025 10:10
36352,16698,200,9563,4,Customer service was helpful.,1/07/2024 10:04
34069,15640,111,5754,3,"""Excellent product; will buy again.""",26/06/2024 20:51
12393,5694,748,3171,5,"""Not as expected; quality is poor.""",24/10/2025 5:01
41103,18848,1112,3359,4,Highly recommend this brand.,21/07/2024 14:37
726,319,855,68,5,"""Not as expected; quality is poor.""",27/09/2025 16:29
25354,11698,1471,3945,2,Color was different from images.,29/07/2025 15:07
19643,9085,568,1379,5,Customer service was helpful.,5/08/2024 9:19
21953,10139,178,2251,2,Item arrived damaged.,4/03/2024 13:34
23595,10881,373,8849,2,Color was different from images.,22/08/2024 6:03
40886,18746,285,8763,4,Item arrived damaged.,29/04/2024 20:33
29993,13785,1543,8995,4,Fast shipping and good packaging.,28/04/2025 3:04
22110,10210,318,3521,4,Item arrived damaged.,21/03/2025 19:36
24909,11496,1998,6088,3,Decent product for the price.,20/04/2024 12:55
8700,3982,448,4251,2,Item arrived damaged.,17/01/2024 19:02
34232,15713,879,3520,5,Fast shipping and good packaging.,6/04/2024 11:41
12269,5639,961,119,3,"""Excellent product; will buy again.""",22/11/2024 1:49
31740,14571,1248,4471,5,"""Not as expected; quality is poor.""",8/12/2024 22:41
20573,9509,227,9731,4,"""Not as expected; quality is poor.""",12/02/2024 3:33
29962,13771,634,9300,2,Fast shipping and good packaging.,4/09/2025 18:22
17416,8042,68,8380,3,"""Not as expected; quality is poor.""",25/04/2025 17:50
4499,2053,1593,7906,5,Color was different from images.,16/03/2025 8:31
20012,9250,204,7957,4,Decent product for the price.,29/09/2024 17:31
3484,1576,1171,3273,4,Customer service was helpful.,13/07/2025 6:00
33570,15424,777,4263,5,Value for money.,23/01/2024 23:06
36691,16834,1378,583,3,Decent product for the price.,4/02/2024 19:48
28944,13315,1337,8635,5,Highly recommend this brand.,5/09/2025 3:41
9024,4136,1705,9896,4,"""Excellent product; will buy again.""",13/09/2024 23:46
28459,13093,24,4128,1,Item arrived damaged.,3/03/2024 12:54
6051,2737,591,9369,4,"""Excellent product; will buy again.""",18/08/2024 23:01
17481,8074,1626,7638,3,Decent product for the price.,1/06/2025 8:46
28392,13057,1951,8644,3,"""Not as expected; quality is poor.""",22/04/2024 1:21
24978,11530,827,1386,4,"""Not as expected; quality is poor.""",22/03/2024 11:16
22683,10476,854,8901,4,Value for money.,28/08/2025 22:29
39581,18149,1629,6049,4,Works perfectly!,17/08/2024 15:25
35114,16132,1291,1248,4,Customer service was helpful.,2/06/2024 21:22
32290,14833,468,3957,5,Decent product for the price.,15/08/2024 8:16
11834,5444,1478,4351,3,Color was different from images.,2/04/2025 21:29
23276,10739,324,7145,4,Fast shipping and good packaging.,1/02/2024 16:37
34080,15643,344,8253,3,Fast shipping and good packaging.,27/07/2025 7:03
12369,5680,391,5221,3,Highly recommend this brand.,6/12/2024 20:40
31249,14350,1717,654,5,Decent product for the price.,13/07/2025 23:48
26293,12113,1005,4403,5,Item arrived damaged.,8/08/2024 10:10
9702,4464,610,7625,2,Color was different from images.,7/11/2024 7:50
31374,14405,1175,7308,4,Customer service was helpful.,2/06/2025 22:37
33683,15470,1309,2687,4,Fast shipping and good packaging.,11/03/2025 2:00
41643,19105,422,5962,4,Value for money.,5/01/2025 11:19
13120,6025,1207,7472,3,Works perfectly!,18/06/2024 9:25
22657,10462,2000,7882,4,Customer service was helpful.,13/06/2024 12:31
32335,14851,1490,9041,5,Decent product for the price.,7/09/2024 6:14
36822,16896,38,9143,2,Item arrived damaged.,10/09/2025 9:25
12073,5554,539,1136,4,Item arrived damaged.,20/09/2025 14:58
38147,17496,938,1666,2,Highly recommend this brand.,4/02/2024 2:25
106,40,407,2158,4,"""Not as expected; quality is poor.""",2/11/2025 19:39
22749,10506,1940,1833,4,Decent product for the price.,4/04/2025 15:09
26369,12152,1336,9295,4,"""Not as expected; quality is poor.""",9/05/2024 0:48
37296,17119,1962,6343,5,Decent product for the price.,4/05/2024 13:25
37188,17070,658,4591,4,Customer service was helpful.,5/03/2024 11:26
9012,4127,47,4767,2,Color was different from images.,18/02/2024 4:11
35377,16249,1623,9215,4,Item arrived damaged.,5/09/2024 4:41
6822,3089,1152,4531,4,Decent product for the price.,17/07/2024 8:39
1550,698,875,7854,2,Fast shipping and good packaging.,3/05/2024 2:09
5945,2696,914,5662,3,Value for money.,11/05/2025 7:27
37686,17295,434,3817,2,Highly recommend this brand.,13/06/2025 8:50
22091,10201,1007,3098,5,Fast shipping and good packaging.,14/07/2024 12:21
20867,9643,739,7710,3,Color was different from images.,8/02/2024 12:30
11409,5250,1114,6306,5,"""Excellent product; will buy again.""",16/12/2024 6:52
20034,9258,546,1068,2,Value for money.,14/09/2025 21:53
6609,2992,1148,794,4,"""Not as expected; quality is poor.""",22/10/2025 4:37
21417,9896,1815,6467,2,Works perfectly!,14/08/2025 19:10
16105,7443,815,3601,1,Customer service was helpful.,23/08/2024 11:21
37796,17337,1507,9789,2,Highly recommend this brand.,27/07/2025 16:16
18879,8720,963,6622,4,"""Excellent product; will buy again.""",2/07/2024 3:15
10364,4765,1492,5973,4,Decent product for the price.,22/02/2025 6:41
12167,5592,160,8727,3,"""Excellent product; will buy again.""",6/05/2024 4:55
2852,1307,1838,9219,3,Item arrived damaged.,23/04/2025 17:45
36212,16630,118,5641,2,Works perfectly!,4/07/2025 12:59
32159,14767,1099,343,2,Fast shipping and good packaging.,27/12/2024 19:43
19383,8964,1586,2133,4,Color was different from images.,21/03/2024 3:55
14186,6530,325,5250,3,Decent product for the price.,8/11/2025 8:40
8112,3710,606,6635,5,Highly recommend this brand.,17/01/2024 22:35
42807,19674,867,7194,1,Fast shipping and good packaging.,2/08/2024 17:14
39890,18294,207,4945,4,Highly recommend this brand.,27/03/2024 4:47
38818,17791,1104,6090,3,Fast shipping and good packaging.,20/03/2025 16:56
39028,17886,1678,7890,5,Highly recommend this brand.,28/06/2025 23:49
43188,19857,1177,5925,4,Works perfectly!,25/10/2024 2:01
3359,1523,1899,202,4,Works perfectly!,8/04/2025 10:44
7186,3261,794,6911,4,Value for money.,16/06/2024 11:39
16234,7504,26,4885,2,Customer service was helpful.,29/12/2024 7:37
12875,5914,74,9802,2,Item arrived damaged.,5/02/2025 4:25
7468,3403,374,8159,5,"""Excellent product; will buy again.""",1/09/2025 15:58
39960,18329,757,4379,5,Customer service was helpful.,24/07/2025 6:09
2734,1257,1643,6333,4,Item arrived damaged.,13/04/2025 10:21
5629,2562,1111,8806,4,Decent product for the price.,10/10/2025 10:12
28691,13201,1480,9679,4,"""Not as expected; quality is poor.""",29/01/2025 6:46
27873,12817,330,9470,3,"""Excellent product; will buy again.""",28/08/2024 4:43
43456,19977,482,2156,3,Highly recommend this brand.,20/04/2024 18:50
37669,17287,1174,3384,3,Fast shipping and good packaging.,1/03/2024 15:38
27841,12806,1135,6503,1,Color was different from images.,5/12/2024 14:16
26403,12165,1747,7467,5,Highly recommend this brand.,30/11/2024 21:36
16588,7661,254,1877,3,Decent product for the price.,4/05/2024 21:26
12339,5669,145,4538,3,Highly recommend this brand.,31/07/2025 21:59
21812,10074,1192,1418,5,Color was different from images.,15/07/2024 17:07
40592,18611,1798,5317,3,Value for money.,15/06/2024 23:02
31262,14357,1700,2258,4,"""Excellent product; will buy again.""",3/12/2024 21:51
812,363,755,296,3,"""Not as expected; quality is poor.""",25/02/2025 19:31
5305,2415,1044,2736,5,Works perfectly!,19/05/2025 0:36
25132,11602,1049,7204,5,"""Not as expected; quality is poor.""",28/01/2024 13:30
10141,4663,1800,8130,4,Highly recommend this brand.,21/06/2025 14:39
30890,14187,80,1876,3,Highly recommend this brand.,5/03/2024 8:13
31037,14256,755,631,3,Value for money.,27/10/2024 12:28
42437,19488,1769,1255,4,"""Excellent product; will buy again.""",14/11/2024 7:10
40942,18772,89,1419,3,"""Excellent product; will buy again.""",30/01/2025 20:11
35450,16281,3,9171,5,Value for money.,17/09/2024 19:23
31074,14273,1681,6817,5,"""Not as expected; quality is poor.""",21/02/2024 8:11
36418,16727,860,8511,3,Item arrived damaged.,11/01/2025 13:57
16910,7810,1670,1597,4,Color was different from images.,3/04/2025 9:08
42425,19484,835,9903,3,Color was different from images.,19/11/2024 19:22
42495,19518,1625,1786,3,Decent product for the price.,23/07/2024 2:16
38477,17634,1455,3494,5,"""Excellent product; will buy again.""",26/07/2025 12:47
39636,18173,1572,9513,3,"""Not as expected; quality is poor.""",3/03/2025 14:55
22272,10291,1458,2,5,Highly recommend this brand.,1/06/2025 23:03
36551,16780,1660,3763,4,Color was different from images.,18/03/2024 0:32
22692,10481,224,5625,5,Color was different from images.,12/09/2024 5:12
857,383,1530,4297,4,"""Excellent product; will buy again.""",16/07/2025 17:08
14152,6516,329,4221,4,"""Excellent product; will buy again.""",26/05/2025 7:59
10576,4868,206,9442,4,Fast shipping and good packaging.,22/10/2025 6:36
26711,12294,299,8496,5,Color was different from images.,14/07/2024 0:51
40814,18710,1051,4439,3,"""Excellent product; will buy again.""",20/08/2024 2:01
5787,2625,684,182,1,"""Not as expected; quality is poor.""",6/09/2025 10:21
41001,18801,1178,9504,4,Item arrived damaged.,20/07/2025 2:57
34670,15916,915,1850,4,"""Excellent product; will buy again.""",1/11/2024 13:16
40443,18536,702,2495,5,Fast shipping and good packaging.,5/10/2024 9:31
1794,818,833,5180,5,Highly recommend this brand.,1/03/2025 4:14
33368,15321,606,1015,4,Value for money.,20/06/2024 20:36
7620,3470,302,132,2,Color was different from images.,19/06/2025 0:07
23939,11047,965,6234,3,"""Not as expected; quality is poor.""",9/09/2025 4:52
29170,13419,316,165,5,"""Not as expected; quality is poor.""",12/03/2025 2:00
11295,5198,232,3570,5,"""Not as expected; quality is poor.""",5/03/2025 2:11
467,209,359,1530,4,Fast shipping and good packaging.,22/01/2024 13:28
16297,7525,909,9690,4,Highly recommend this brand.,15/08/2025 14:07
3311,1499,528,3349,4,Customer service was helpful.,23/08/2025 1:46
32011,14700,1585,1504,4,Color was different from images.,29/07/2024 6:32
16653,7689,1488,1914,4,Customer service was helpful.,9/04/2024 9:56
17186,7936,144,5105,4,Works perfectly!,10/01/2024 23:18
30185,13868,1453,3398,3,"""Excellent product; will buy again.""",15/12/2024 1:17
33803,15524,1909,9348,3,"""Excellent product; will buy again.""",19/05/2025 7:21
28805,13249,1073,2657,4,Highly recommend this brand.,27/05/2025 20:32
1006,450,1541,88,4,"""Not as expected; quality is poor.""",21/04/2025 19:47
33259,15275,955,2858,4,Color was different from images.,23/05/2024 15:28
25856,11919,1251,4984,3,Item arrived damaged.,15/06/2024 2:37
2648,1219,1215,3708,5,"""Excellent product; will buy again.""",28/06/2024 8:16
8687,3977,241,9970,2,Customer service was helpful.,19/01/2024 0:40
311,139,711,2993,2,Value for money.,9/11/2025 13:03
40374,18506,1571,2650,4,Decent product for the price.,30/04/2024 13:05
12136,5577,1868,3901,3,Works perfectly!,23/07/2025 17:50
43478,19984,1543,8710,2,"""Excellent product; will buy again.""",22/09/2025 8:03
32189,14782,1666,7877,1,Highly recommend this brand.,27/07/2024 12:38
13690,6303,1490,2473,4,"""Excellent product; will buy again.""",30/10/2024 19:19
16352,7552,1373,5758,3,Item arrived damaged.,20/02/2025 5:32
27038,12435,1708,7370,3,"""Excellent product; will buy again.""",14/11/2025 17:35
26849,12351,893,8189,5,Color was different from images.,8/06/2024 17:39
9057,4152,322,689,5,Item arrived damaged.,18/03/2024 20:55
4724,2148,1265,2129,2,Decent product for the price.,18/06/2025 5:20
20609,9529,231,936,5,Works perfectly!,13/09/2024 23:47
15788,7291,1124,8509,2,Item arrived damaged.,26/01/2025 3:56
2886,1322,1198,6885,2,Decent product for the price.,20/06/2025 18:20
16244,7507,954,1626,4,Decent product for the price.,29/07/2025 21:55
41679,19121,1722,3404,5,Value for money.,13/01/2025 10:26
32633,14982,1430,8751,4,Color was different from images.,5/03/2025 17:05
2637,1215,411,131,5,"""Not as expected; quality is poor.""",22/09/2025 5:57
38541,17665,1876,2178,4,"""Excellent product; will buy again.""",20/03/2025 1:59
15800,7295,710,3724,2,"""Excellent product; will buy again.""",26/04/2024 4:56
26464,12195,1808,8960,2,Decent product for the price.,27/07/2024 21:39
1981,914,1113,3515,5,"""Excellent product; will buy again.""",8/07/2024 22:54
35335,16225,677,8655,3,Color was different from images.,18/12/2024 13:38
38998,17870,571,490,2,Value for money.,2/04/2025 11:25
6513,2943,838,9987,5,Highly recommend this brand.,25/05/2025 19:41
33804,15524,2000,9348,4,Color was different from images.,30/04/2024 23:09
38613,17697,1603,369,5,Decent product for the price.,5/06/2024 13:18
40962,18782,378,4495,3,"""Excellent product; will buy again.""",18/02/2025 21:04
35371,16245,795,6261,3,Decent product for the price.,8/02/2025 12:22
27767,12770,1304,2252,5,Works perfectly!,5/03/2025 17:37
5406,2462,205,6820,4,Color was different from images.,28/03/2024 20:07
23821,10994,865,7293,4,Value for money.,21/01/2025 8:07
23194,10698,580,3703,3,Item arrived damaged.,9/04/2025 10:59
18595,8590,1818,6000,2,Item arrived damaged.,13/03/2025 14:31
21376,9880,1779,3991,2,"""Not as expected; quality is poor.""",14/03/2024 2:14
17509,8088,369,6110,5,"""Excellent product; will buy again.""",6/08/2025 5:02
9567,4406,1068,6871,4,Highly recommend this brand.,8/06/2024 23:48
8504,3889,1916,4001,5,Works perfectly!,28/01/2025 14:33
41052,18821,911,3364,2,"""Excellent product; will buy again.""",10/06/2024 14:41
16855,7784,576,4266,4,Fast shipping and good packaging.,28/05/2024 11:35
39311,18027,1256,3214,3,"""Excellent product; will buy again.""",27/03/2025 21:36
39410,18070,1772,325,5,"""Excellent product; will buy again.""",23/09/2025 1:21
25193,11628,1009,2070,4,Highly recommend this brand.,3/12/2024 20:30
5940,2692,400,3554,5,Customer service was helpful.,5/06/2025 5:55
6569,2976,1966,9279,2,"""Not as expected; quality is poor.""",25/07/2024 4:11
25611,11815,724,4253,4,"""Excellent product; will buy again.""",14/09/2024 17:23
1568,709,1587,2291,3,Decent product for the price.,30/03/2025 16:11
6443,2907,895,3759,1,Customer service was helpful.,25/09/2024 5:26
30289,13918,1392,5489,5,Works perfectly!,27/01/2025 22:04
28853,13273,488,3477,3,"""Not as expected; quality is poor.""",4/08/2025 5:05
17252,7967,886,9079,3,Customer service was helpful.,17/06/2025 16:06
16416,7578,926,6020,5,Fast shipping and good packaging.,9/09/2024 7:54
27673,12725,1622,2124,3,"""Not as expected; quality is poor.""",11/06/2024 3:06
25004,11542,982,4236,2,"""Not as expected; quality is poor.""",21/09/2025 14:53
11879,5460,540,3995,2,Customer service was helpful.,12/06/2025 20:48
30658,14080,1741,4999,3,Works perfectly!,11/05/2024 20:44
14474,6671,1348,2149,5,Color was different from images.,22/02/2024 22:57
40561,18590,1211,9631,2,Works perfectly!,18/10/2025 20:55
16044,7410,816,6387,3,Decent product for the price.,13/03/2024 23:06
10463,4817,1235,5602,3,Fast shipping and good packaging.,16/01/2025 9:35
31965,14682,1283,2499,5,Value for money.,30/06/2025 19:09
42820,19679,254,8763,2,Works perfectly!,18/07/2025 8:48
1562,705,1778,7438,4,Color was different from images.,12/04/2024 3:20
16354,7553,1925,8412,5,Color was different from images.,7/02/2024 2:39
37706,17302,140,9887,4,"""Excellent product; will buy again.""",29/03/2025 11:06
34206,15700,1541,4374,3,Highly recommend this brand.,3/12/2024 10:07
12100,5564,178,6247,4,"""Not as expected; quality is poor.""",7/04/2024 9:02
25565,11792,682,6768,5,Color was different from images.,15/05/2025 14:03
15538,7170,669,7470,3,Color was different from images.,7/01/2024 23:38
11943,5493,698,8647,4,Value for money.,22/02/2025 4:20
17427,8048,1744,3711,5,Color was different from images.,17/05/2024 23:42
24938,11510,380,396,2,Value for money.,11/05/2024 18:34
