orderid,userid,orderdate,orderstatus,orderamount
9969,9683,23/09/2025,returned,404.6
8302,5087,14/10/2025,completed,1266.34
2250,7871,12/07/2024,returned,293.18
4496,3543,30/10/2024,returned,841.76
4931,9705,10/11/2024,completed,19.77
14276,4457,17/07/2024,cancelled,1177.32
8598,5771,26/01/2025,returned,507.37
14286,1575,17/01/2024,returned,647.96
15533,6901,12/03/2024,returned,29.76
9567,7095,2/12/2024,processing,319.15
13811,3974,26/12/2024,returned,424.27
1995,8136,11/01/2025,returned,2.22
12738,619,6/07/2024,completed,11.89
11278,6663,1/07/2025,processing,612.23
13953,6363,17/06/2024,processing,590.1
2847,7180,25/06/2024,shipped,395.19
18667,8512,4/08/2025,completed,1933.47
16681,2102,8/06/2024,returned,111.05
6984,6735,23/10/2025,cancelled,79.36
13168,4856,11/10/2024,cancelled,175.1
3061,4866,28/10/2024,processing,114.66
1691,5347,18/03/2024,completed,810.13
8241,5992,27/02/2024,cancelled,85.29
8564,9521,13/08/2025,shipped,43.64
13030,7302,25/02/2024,returned,165.32
1269,6783,5/03/2025,processing,220.52
5005,9771,14/07/2024,processing,1134.19
15243,8344,14/02/2025,returned,288.32
17022,3328,9/03/2025,returned,1417.6
10457,4138,18/08/2025,completed,1113.29
1119,7266,19/06/2025,cancelled,1586.27
6849,6182,2/02/2025,cancelled,2269.31
12498,2637,18/04/2024,processing,396.25
8882,7938,15/04/2025,processing,424.57
15087,3650,15/12/2024,processing,418.07
18855,3519,4/10/2025,processing,456.09
12276,9049,19/07/2024,completed,113.5
954,5515,6/06/2025,completed,255.44
8017,7780,21/01/2024,processing,134.71
1492,9777,14/02/2025,completed,306.55
18563,8594,21/06/2024,returned,925.05
3680,4031,1/11/2024,shipped,1495.76
7171,1749,28/08/2025,returned,79.6
8824,6574,20/05/2024,returned,186.82
568,9687,26/01/2024,processing,600.26
15705,4424,29/04/2024,completed,327.68
16395,1925,4/06/2025,shipped,661.45
2523,181,12/10/2025,processing,72.08
2667,1151,15/08/2025,shipped,914.3
18842,8115,13/07/2025,returned,114.66
9527,1768,29/06/2024,shipped,97.36
19545,515,28/03/2024,completed,248.92
17940,989,4/05/2024,returned,35.34
11897,151,5/11/2024,processing,434.71
713,3144,19/09/2025,processing,761.04
14140,9211,6/09/2025,shipped,624.52
11916,375,11/12/2024,completed,30.81
12251,6985,17/10/2025,returned,304.3
18084,425,8/07/2025,processing,1714.78
14292,3423,25/02/2024,cancelled,223.83
11580,7738,28/04/2024,processing,256.16
15857,2299,2/08/2024,completed,97.78
12982,2281,28/10/2025,returned,177.92
16879,6818,7/01/2024,shipped,34.96
8152,7844,23/06/2024,completed,1413.87
6318,9469,1/12/2024,cancelled,566.37
10890,1095,8/02/2025,completed,21.74
18493,4094,18/10/2024,completed,95.77
6268,5635,25/09/2024,completed,157
17181,2684,15/08/2025,cancelled,760.25
8875,7666,11/03/2025,processing,106.99
12087,4201,22/04/2025,processing,173.25
4856,302,2/07/2025,completed,676.95
16133,507,31/12/2024,cancelled,848.8
2775,6654,10/03/2025,processing,395.69
9090,2641,2/04/2025,cancelled,81.24
9503,6696,26/09/2025,processing,826.25
6702,788,15/08/2024,cancelled,241.68
10667,5060,14/04/2025,shipped,318.01
2735,8202,1/01/2025,processing,1092.71
18662,3996,26/09/2024,cancelled,79.93
1034,5256,6/06/2024,returned,3385.66
9972,9006,30/04/2025,completed,494.34
12652,1802,14/01/2025,completed,755.52
18166,7551,18/06/2024,completed,538.68
10027,9568,19/06/2024,returned,236.52
2543,6773,30/08/2024,cancelled,990.89
4773,8326,30/07/2025,returned,44.88
10759,4908,16/09/2024,cancelled,20.74
7848,6311,9/04/2024,returned,955.5
19137,8618,30/09/2024,processing,397.26
16811,9758,4/11/2025,returned,180.28
3373,4679,17/11/2024,processing,175.04
4974,5007,12/04/2025,processing,52.25
10034,4240,14/05/2025,returned,102.08
17436,9447,7/03/2025,returned,71.52
3929,8144,10/04/2025,cancelled,14.44
5584,7484,30/01/2024,shipped,547.69
12770,2252,28/02/2025,completed,375.91
4327,2381,26/02/2024,shipped,75.19
17475,3274,30/12/2024,returned,457.71
16749,6110,29/05/2025,returned,18.89
5978,4261,18/01/2024,returned,297.51
15828,1220,15/10/2025,processing,661.52
18848,3359,1/08/2024,shipped,172.3
1156,276,29/09/2024,cancelled,733.14
2975,9896,23/08/2025,processing,314.22
6309,6097,31/01/2024,shipped,141.49
7701,7833,10/11/2025,completed,425.89
16739,5502,12/11/2024,completed,302.37
7676,2050,25/10/2024,shipped,1295.28
8839,3659,19/05/2024,cancelled,618.01
8536,7046,8/06/2024,shipped,3631.32
7360,5943,12/02/2025,completed,95.66
13182,2947,11/06/2024,completed,57.46
8692,2326,17/05/2024,returned,961.44
12636,2759,4/10/2025,returned,121.54
12672,1151,6/04/2024,returned,225.99
17799,1173,3/08/2024,returned,383.83
12034,2605,5/03/2024,processing,720.58
4124,5109,25/02/2024,completed,11.41
17109,4,18/06/2025,cancelled,3218.25
11476,3587,1/11/2024,processing,71.07
3455,508,16/08/2025,cancelled,333.66
13633,6230,15/06/2024,returned,49.62
4158,8465,19/08/2024,cancelled,81.52
15152,2141,7/03/2025,processing,333.62
6547,990,4/07/2025,shipped,165.61
12079,1340,17/08/2024,shipped,279.33
14249,8894,10/12/2024,completed,627.99
16082,1827,30/01/2024,completed,363.12
6152,8010,7/10/2024,returned,65.13
10595,215,18/08/2025,shipped,1729.22
3809,9137,13/10/2025,processing,749.68
15732,7578,20/10/2025,processing,328.04
10460,1181,19/01/2024,shipped,78.4
13874,8142,14/03/2025,returned,3249.14
3188,7216,1/04/2025,processing,109.92
5509,6771,10/09/2025,shipped,394.61
6252,4704,8/03/2025,shipped,79.42
16959,7550,15/10/2025,cancelled,712.36
15951,7507,30/09/2024,returned,174.81
12555,7372,2/01/2025,cancelled,815.01
1589,7307,27/12/2024,processing,21.15
15964,1660,6/01/2025,completed,70.39
6463,9804,30/08/2024,processing,1059.08
7626,2750,23/12/2024,shipped,154.67
12149,7085,13/09/2025,shipped,845.04
13215,9127,8/02/2024,shipped,4115.1
18620,5581,19/04/2024,completed,237.51
9111,137,18/01/2025,processing,1513.74
5912,174,10/06/2025,shipped,123.01
7289,570,28/10/2024,completed,452.54
10725,5427,15/08/2024,returned,690.92
19810,8147,3/06/2024,processing,166.04
2386,1029,13/06/2025,shipped,110.72
17676,5492,12/06/2024,cancelled,1648.51
13069,6270,5/11/2025,processing,1247.67
3877,3430,17/02/2024,shipped,625.94
9760,879,21/09/2024,completed,71.59
16771,7762,5/07/2024,completed,25.1
14361,8464,29/08/2025,shipped,1504.61
2985,3387,25/01/2024,completed,59.97
7993,1500,25/10/2024,cancelled,8.74
2575,3092,1/09/2024,completed,2036.57
7388,3414,6/08/2025,cancelled,154.82
13293,8540,10/08/2025,shipped,428.49
5386,8998,3/12/2024,completed,611.55
6029,597,1/01/2025,completed,9.25
3668,1707,3/04/2025,cancelled,546.92
9545,5721,14/05/2024,processing,1466.7
14106,4296,1/07/2025,shipped,52.33
6921,3499,10/04/2024,completed,892.5
4686,7343,6/07/2024,cancelled,199.85
6890,6819,29/08/2024,completed,603.49
5857,18,1/11/2025,returned,27.08
11799,9052,15/08/2024,shipped,282.23
6360,5279,8/02/2024,returned,7735.27
5923,1126,14/08/2024,processing,22.21
10265,1566,13/08/2024,cancelled,756.03
5944,5958,27/08/2024,processing,34.11
7404,3024,19/06/2025,returned,48.2
10419,7785,10/05/2025,processing,134.49
19976,8201,17/10/2025,processing,198
15862,2783,20/03/2025,returned,1186.58
14189,3296,13/08/2025,cancelled,114.49
9255,638,7/10/2025,processing,310.33
376,6830,2/12/2024,shipped,758.64
9617,6480,15/01/2025,shipped,418.22
818,5180,1/03/2024,completed,2024.67
6014,9557,5/05/2024,processing,198.21
1017,9963,1/10/2024,completed,492.81
15101,6480,31/03/2025,completed,587.67
1343,1151,23/04/2024,returned,1353.18
8331,8750,28/03/2024,returned,678.27
11795,5177,26/10/2024,processing,320.95
13447,7053,27/02/2024,shipped,2420.82
1930,1216,1/05/2025,cancelled,115.56
1162,6979,8/01/2025,completed,62.47
1468,1935,28/05/2025,processing,8.06
6080,8771,30/01/2025,completed,171.69
4713,1658,17/12/2024,returned,50.37
11102,1224,1/07/2025,returned,52.53
15418,4469,30/11/2024,cancelled,63.5
1364,3676,20/02/2025,cancelled,536.33
6328,6985,3/12/2024,completed,223.21
8540,2858,12/07/2024,shipped,1550.51
10925,234,24/07/2025,shipped,629.28
4272,8420,21/07/2025,returned,1669.88
8750,2730,28/12/2024,cancelled,461.47
7260,4564,8/06/2025,returned,608.11
627,3321,3/09/2025,shipped,506.79
9632,4684,26/09/2025,processing,146.94
10229,7605,4/04/2025,processing,1368.04
16840,9504,4/10/2025,completed,474.18
13160,5301,21/06/2025,completed,5.67
7104,5557,22/04/2024,cancelled,65.21
9509,9731,21/02/2025,returned,962.1
1229,3629,24/06/2025,cancelled,33
16056,853,6/04/2024,completed,107
15273,8943,28/01/2025,returned,1892.26
6475,3966,5/08/2024,processing,193.89
18960,6374,3/04/2024,returned,860.46
5085,2754,8/09/2024,cancelled,494.84
5530,4938,23/11/2024,returned,1175.64
15440,5626,28/10/2025,returned,1055.14
17354,8181,28/10/2025,returned,46.05
263,9534,12/10/2024,completed,20.77
11392,6788,13/07/2025,cancelled,1704.24
2785,4612,9/08/2024,completed,435.35
3431,6158,9/02/2025,returned,347.36
8960,6633,19/02/2024,returned,58.46
9186,2632,1/11/2025,returned,148.45
14201,7012,9/10/2024,returned,159.35
8234,8204,9/05/2024,returned,66.68
4388,3658,10/03/2024,processing,462.62
13668,5623,29/09/2024,processing,41.19
9781,2398,28/06/2024,returned,57.54
1177,1341,7/02/2024,returned,404.77
10225,1608,4/02/2024,returned,16.78
1848,8975,2/09/2025,cancelled,238.8
12262,5151,26/10/2025,cancelled,41.54
13871,3220,2/01/2025,returned,11.31
12415,5101,13/07/2025,processing,152.43
1898,36,16/09/2024,shipped,126.37
8109,9243,1/08/2025,shipped,35.24
13722,4423,26/09/2024,completed,52.99
12832,7956,6/06/2025,returned,655.6
19564,8694,24/05/2025,returned,285.05
10922,9046,9/11/2024,processing,1055.37
4172,8991,22/11/2024,shipped,335.58
15424,4263,9/05/2024,shipped,842.31
13491,1469,29/10/2025,returned,177.91
16682,9628,13/07/2025,cancelled,1006.47
8571,470,5/09/2025,processing,2654.98
19540,6814,22/09/2024,completed,348.6
4304,2322,7/05/2024,shipped,135.04
13517,5697,19/07/2025,shipped,82.88
18527,6869,13/02/2025,completed,9.32
2509,8518,30/10/2025,shipped,398.93
10917,2144,2/10/2024,shipped,29.43
11945,1632,25/05/2024,cancelled,12.72
17590,2793,13/09/2025,processing,211.4
17868,9436,8/09/2025,processing,743.13
16341,9763,8/04/2024,processing,34.59
11413,5810,30/12/2024,shipped,1552.58
7337,4706,25/11/2024,cancelled,439.59
5839,1968,30/03/2024,processing,307.54
1143,2423,28/08/2024,completed,892.77
1358,8533,26/07/2025,cancelled,308.14
9749,8579,30/08/2024,processing,80.37
1161,3145,3/05/2024,shipped,74.08
9900,5687,9/01/2025,cancelled,83.6
11609,6409,6/03/2024,returned,19.17
5960,7673,25/03/2024,processing,80.28
8397,6582,25/06/2024,processing,1463.97
16278,8870,18/02/2025,shipped,1162.6
12967,8517,12/08/2024,completed,461.08
18969,9189,11/06/2024,completed,1469.92
4824,8477,20/09/2024,shipped,1772.36
18140,7554,31/01/2025,shipped,40.58
806,6185,5/09/2024,returned,53.16
5950,4964,13/01/2025,returned,524.18
4069,2230,17/10/2025,shipped,1077.43
1171,7805,13/05/2024,returned,362.48
6458,8506,13/07/2024,cancelled,253.6
18649,3815,21/04/2024,completed,111.12
1510,1859,19/03/2025,shipped,121.55
3586,4332,13/11/2025,shipped,1076.84
18545,8691,22/07/2024,completed,430.39
12912,6927,21/10/2024,returned,1500.03
17020,6446,12/05/2024,completed,2336.85
16098,8104,6/04/2024,cancelled,265.44
5056,1778,27/01/2024,cancelled,186.19
4180,2418,25/05/2024,processing,71.65
4438,5320,2/06/2025,shipped,78.36
12012,8754,29/09/2024,processing,22.11
7587,1446,31/07/2024,shipped,85.89
14309,1221,24/05/2025,cancelled,275.45
7294,8059,13/12/2024,completed,114.57
19714,4638,28/11/2024,cancelled,205.77
273,7453,4/03/2025,completed,163.08
11526,6291,22/01/2025,cancelled,595
11246,2890,30/08/2025,cancelled,600.52
8329,1915,24/07/2025,completed,468.21
12479,9353,5/06/2025,returned,600.51
9462,5440,11/02/2025,shipped,834.3
6072,9453,2/11/2024,cancelled,492.22
9257,2511,1/09/2024,cancelled,163.77
17997,881,15/07/2024,cancelled,2262.72
8349,8333,15/06/2024,completed,36.42
6963,2347,14/03/2024,shipped,183.53
10347,8428,1/03/2025,shipped,140.99
12935,9873,6/07/2024,shipped,119.52
16331,7949,18/04/2024,cancelled,857.27
5215,3065,9/04/2024,returned,291.26
6312,5280,9/09/2024,cancelled,1351.78
19764,2582,1/04/2024,cancelled,115.51
18321,6299,10/02/2024,processing,157.84
11792,6768,27/04/2025,completed,1140.55
14621,2152,9/03/2024,completed,109.81
6630,4971,6/08/2024,completed,234.6
9178,7525,16/06/2025,cancelled,667.59
13467,6859,24/04/2025,returned,489.99
4039,2013,16/06/2024,completed,22.4
4796,8863,18/04/2024,shipped,117.34
852,4677,14/09/2024,shipped,1639.09
10451,3266,28/07/2024,completed,383.06
12233,1691,8/06/2025,returned,532.49
2752,9649,8/01/2024,processing,1388.69
2901,4474,13/01/2024,shipped,5323.75
19389,7535,10/06/2024,returned,242.34
19299,796,13/04/2025,cancelled,84.8
18099,5049,19/11/2024,completed,80.66
278,1355,8/02/2025,cancelled,2295.05
1661,3210,2/04/2024,processing,171.47
13209,6565,19/06/2025,shipped,1892.57
19921,6819,9/10/2025,shipped,28.59
17848,5048,26/08/2024,completed,179.73
9211,9109,21/06/2024,returned,2811.96
15026,8853,30/06/2025,processing,58.95
8949,5191,19/03/2025,returned,53.88
12671,2202,6/04/2024,returned,69.29
14308,3935,27/06/2024,processing,357.87
14827,6999,15/08/2025,cancelled,62.05
4195,4975,9/03/2024,cancelled,32.46
11686,1612,20/09/2024,shipped,389.54
12228,6809,13/01/2024,shipped,414.34
3196,5577,21/09/2025,returned,492.8
18625,6532,4/06/2025,cancelled,511.27
2864,6643,18/01/2025,shipped,2186.91
7009,7307,23/09/2024,shipped,1065.6
2988,7702,2/06/2024,cancelled,1431.97
19019,2189,12/03/2024,shipped,34.4
17950,4941,17/10/2024,completed,3598.59
1021,6893,20/12/2024,shipped,235.84
1800,2175,6/08/2025,shipped,300.07
18830,2586,4/02/2024,returned,1374.02
7016,8433,29/09/2025,processing,1191.98
9457,3898,24/09/2024,completed,168.25
12176,570,31/07/2024,completed,210.69
6824,4138,12/04/2025,processing,955.3
19487,8691,17/04/2024,shipped,34.28
17404,96,16/03/2025,cancelled,387.6
15208,3617,5/04/2024,returned,1553.17
5380,1578,2/04/2024,shipped,2472.84
10591,8627,26/08/2024,shipped,21.36
11270,6465,10/04/2024,shipped,250.41
1214,6639,7/09/2025,completed,706.72
4057,6145,27/04/2025,returned,413.65
6012,8742,21/11/2024,completed,16.58
3308,9937,12/02/2024,cancelled,152.8
4845,5261,11/07/2024,returned,161.15
4888,944,10/10/2025,cancelled,1463.86
15414,5820,7/06/2024,cancelled,1497.39
16145,5552,11/03/2024,cancelled,1055.74
17103,2067,21/09/2024,shipped,345.04
13529,8134,1/12/2024,cancelled,3665.37
12561,6246,2/07/2025,processing,552.57
13321,984,20/03/2025,returned,92.24
11911,9129,28/05/2024,cancelled,460.9
11181,8344,8/03/2025,shipped,606.25
8128,1193,28/02/2024,cancelled,241.98
19661,7583,20/08/2024,completed,44.33
16524,7284,2/11/2024,shipped,8.24
18108,6657,6/05/2024,shipped,225.99
176,9063,23/01/2024,completed,566.87
91,6570,23/01/2024,completed,1707.41
19411,9291,28/03/2024,shipped,2352.66
7443,3601,7/09/2025,processing,408.71
10592,6087,12/03/2025,processing,315.95
6451,9841,3/08/2024,cancelled,1286.93
16713,480,20/02/2024,processing,86.34
3594,8694,25/02/2025,shipped,40.82
14373,1923,15/01/2024,shipped,790.69
7190,2682,21/04/2024,returned,132.2
3271,3445,8/01/2024,cancelled,169.82
17374,4279,17/04/2024,cancelled,231.49
19305,6639,13/06/2025,returned,19.17
7723,4772,15/05/2025,shipped,815.38
15547,834,7/06/2024,shipped,609.98
5776,6673,3/02/2024,returned,2975.45
7682,1927,15/06/2024,returned,476.76
5921,1105,17/01/2025,returned,62.4
1320,7681,1/01/2025,processing,342.44
8546,6298,20/07/2025,cancelled,370.64
18730,8526,27/01/2024,completed,80.33
10160,7392,17/08/2025,returned,2592.94
19446,9902,21/05/2024,completed,838.95
9735,4151,19/01/2025,returned,58.73
15175,389,14/11/2025,cancelled,3993.63
401,5516,9/02/2024,returned,72.72
8520,4396,14/03/2025,processing,1088.94
14988,6296,19/07/2024,completed,1383.21
7372,3485,29/08/2025,returned,463.02
14895,5092,7/05/2024,returned,334.98
14114,3900,8/06/2024,cancelled,671.23
10590,1563,23/08/2025,processing,101.93
9346,994,12/08/2024,shipped,1001.02
6628,2709,9/02/2024,cancelled,214.17
14646,7436,11/11/2024,completed,19.62
19680,7774,4/08/2024,completed,88.34
16157,8916,24/03/2024,shipped,190.16
8974,4134,9/11/2024,returned,1050.94
1350,5530,20/04/2025,processing,470.4
2081,363,7/10/2025,processing,769.71
16239,42,6/04/2025,cancelled,81.44
674,6504,17/05/2025,shipped,3296.56
2918,4176,11/12/2024,completed,212.46
13145,7909,17/11/2024,returned,244.4
11676,7696,4/08/2025,cancelled,81.57
14990,6375,24/03/2024,processing,154.57
10000,8171,5/05/2024,shipped,125.02
6914,2614,8/09/2025,returned,646.11
10426,2134,18/09/2024,cancelled,1269.84
10010,4119,28/10/2025,shipped,79.34
13455,9168,10/02/2025,shipped,233.6
13679,6235,18/06/2024,shipped,474.12
14504,2084,27/10/2024,shipped,298.53
17509,3786,10/02/2025,shipped,95.15
12290,2002,6/03/2025,returned,113.2
1318,8087,6/08/2025,completed,154.41
14075,932,29/10/2025,completed,2927.65
898,1704,14/10/2025,processing,206.43
9379,4498,15/07/2025,shipped,16.22
8930,6391,1/10/2024,completed,256.75
16074,2775,24/09/2025,returned,91.42
14244,6225,2/05/2025,returned,295.1
15785,1728,28/05/2024,returned,341.45
16071,7526,5/09/2024,returned,132.71
16957,334,27/11/2024,returned,283.09
11703,5751,7/05/2025,processing,12.66
2539,615,13/09/2024,shipped,348.1
15720,6979,15/04/2025,shipped,736.85
4806,6904,20/11/2024,completed,2778.58
5133,9322,17/04/2024,completed,495.44
7525,9690,3/06/2024,returned,743.28
9891,8543,9/10/2025,cancelled,5637.41
3327,8355,26/05/2025,shipped,1279.5
8765,9695,27/09/2024,shipped,70.05
17663,5244,4/05/2024,cancelled,711.77
15341,955,11/05/2024,shipped,351.21
2809,9189,19/07/2025,shipped,2089.18
2038,42,31/05/2024,processing,54.46
11024,8003,17/01/2025,cancelled,605.36
15308,3572,31/03/2024,processing,324.64
5911,6191,20/09/2024,shipped,283.47
11005,5195,15/04/2024,shipped,172.13
14820,2386,9/01/2025,returned,169.97
14453,9094,22/05/2025,shipped,1353.95
2194,2026,23/08/2024,cancelled,42.63
7232,1406,5/03/2025,processing,355.9
5535,7996,4/09/2024,processing,12.4
17448,6565,5/11/2025,processing,1387.39
9162,5013,11/11/2024,shipped,769.01
7915,5694,14/10/2025,shipped,2.47
19403,4213,13/08/2024,shipped,362.06
695,1735,5/05/2024,cancelled,69.46
15028,7425,5/06/2024,completed,56.8
2197,337,16/07/2024,returned,215.62
15925,5894,19/09/2024,returned,147.47
11239,5425,6/03/2025,completed,52.41
18839,6524,26/09/2025,completed,556.8
11333,7682,23/08/2024,returned,52.54
11733,8124,17/06/2024,processing,784.07
17098,7168,12/10/2024,processing,297.97
19504,8913,6/07/2025,shipped,3305.94
12069,1599,22/04/2024,cancelled,76.51
16635,2184,27/12/2024,completed,494.29
16909,7292,29/05/2024,shipped,16.14
6074,1972,8/03/2024,completed,393.53
9222,9333,12/09/2025,shipped,2221
18433,8124,9/10/2024,returned,92.72
516,5054,8/01/2024,processing,119.52
1924,1696,14/04/2024,processing,501.37
6231,7164,24/08/2025,cancelled,70.69
