eventid,userid,productid,eventtype,eventtime
58072,5461,1537,view,31/10/2024
70757,4991,1267,view,18/01/2025
30977,8069,1767,view,17/10/2024
47677,9250,340,view,4/08/2025
53150,720,1546,view,6/03/2025
79417,2104,1304,view,11/06/2024
79643,8909,900,view,14/01/2025
79409,5782,960,view,22/04/2025
35280,9952,62,wishlist,18/04/2025
5943,7786,665,view,2/04/2024
12041,3041,520,view,7/07/2025
18594,7789,1112,view,6/08/2024
37845,4221,1197,view,2/02/2024
42959,8111,277,view,18/04/2025
71212,4700,1077,view,7/11/2025
72151,2227,1305,view,13/10/2025
5130,8848,1219,cart,7/12/2024
12820,8025,1965,wishlist,11/06/2024
17454,6045,1419,view,30/06/2025
42556,7198,1773,view,5/07/2025
46949,882,1343,view,20/11/2024
51198,7081,882,view,3/05/2024
71524,6901,1874,view,28/07/2025
53327,9559,1105,cart,4/11/2025
51532,8873,84,wishlist,26/03/2025
67668,8306,1298,wishlist,15/10/2025
53439,5275,734,purchase,22/08/2025
25644,3951,509,view,17/03/2024
72800,9178,176,view,24/08/2024
79763,8130,670,view,30/11/2024
15202,9171,57,view,11/02/2025
53053,3388,1484,view,20/05/2025
57000,2696,129,wishlist,21/04/2024
73506,5050,1266,wishlist,7/07/2024
6780,6792,633,view,6/05/2024
32997,4250,968,view,16/01/2025
48537,8954,203,view,24/02/2025
72281,3865,1072,view,25/08/2024
73918,1276,591,wishlist,8/04/2025
26494,1094,1008,view,25/07/2024
35398,551,1658,view,6/05/2024
45872,6287,302,view,1/08/2024
46067,2271,375,view,10/09/2025
75696,421,1473,view,28/07/2025
6336,6855,1544,cart,2/10/2025
30602,3673,106,cart,25/01/2024
5114,4379,824,view,12/09/2024
10708,2439,1905,view,21/03/2025
2369,2529,224,wishlist,17/06/2025
39447,2896,1973,wishlist,25/07/2024
47661,8321,445,purchase,5/08/2024
5235,9940,756,view,31/03/2025
30679,892,973,view,20/01/2025
7555,6673,1010,view,21/08/2024
55657,9816,1621,view,20/07/2024
20272,1890,1946,cart,24/08/2025
71753,9470,190,purchase,26/06/2025
4482,5573,672,view,8/07/2025
11411,1799,1842,view,12/04/2024
25234,6741,713,view,6/07/2025
45756,4705,528,view,23/03/2025
67168,4527,1459,view,4/01/2025
68220,5686,921,view,2/01/2024
79624,6661,1222,view,9/10/2025
4533,115,239,wishlist,10/02/2024
12487,5663,174,view,12/09/2024
4170,1158,1494,view,12/08/2025
10566,9580,152,view,24/12/2024
34240,9320,1697,view,10/01/2024
49541,3727,798,view,3/02/2025
51136,4558,1509,view,2/01/2025
4973,9803,830,cart,8/11/2024
30358,637,930,purchase,23/08/2024
16028,7204,3,view,4/10/2024
20188,7844,3,view,24/08/2025
33405,2600,1185,view,1/04/2025
40005,2735,1883,view,25/07/2024
49636,3007,130,view,7/07/2025
66458,2840,1461,view,29/04/2025
72237,887,462,view,21/07/2025
77058,5597,1464,view,28/03/2024
6942,4815,1339,cart,22/02/2025
5044,1062,400,view,7/06/2025
7503,5898,1442,view,4/01/2025
19951,1612,1926,view,27/02/2024
20778,5428,242,view,3/08/2025
23759,8983,1035,view,1/06/2024
55860,6487,1924,wishlist,15/10/2025
63256,5421,620,purchase,21/10/2025
23446,968,1449,view,6/02/2025
35656,8999,1979,view,21/07/2025
57641,6957,1708,view,2/06/2024
65773,9957,626,view,28/09/2024
53816,6798,433,view,15/06/2024
72515,3254,1428,view,9/08/2025
68550,9909,1268,cart,24/01/2024
5832,4124,1470,view,13/05/2025
22557,6541,1926,view,31/12/2024
39360,3137,707,view,5/03/2024
52068,7704,1407,view,3/10/2024
62727,8701,346,view,23/04/2025
13807,872,1392,cart,27/03/2025
11702,4031,407,wishlist,7/09/2025
29865,3226,881,purchase,2/04/2024
21250,6467,1973,view,28/05/2024
24422,2930,1637,view,25/03/2024
29643,3907,1065,view,2/02/2024
36940,4739,221,view,27/01/2025
41592,9190,1162,view,25/11/2024
60395,1747,1227,view,14/05/2025
64441,808,869,view,13/02/2025
68503,2964,899,view,28/01/2024
71569,932,399,view,20/03/2024
37999,2372,1480,cart,26/06/2025
27905,9509,225,view,2/01/2025
28652,9735,1786,view,5/10/2024
34217,762,1305,view,3/08/2024
48543,9085,727,view,23/06/2025
51724,8762,1150,view,30/06/2025
57868,5817,1945,view,19/09/2025
44242,7388,539,view,4/01/2025
65585,572,927,view,9/10/2024
66767,3605,125,view,25/01/2024
72971,1945,127,view,7/06/2025
73026,1105,681,view,6/08/2024
44367,5058,1287,wishlist,14/12/2024
3039,713,682,view,16/01/2024
10236,3399,1075,view,4/12/2024
22579,6474,404,view,30/08/2024
34012,3739,426,view,2/01/2024
72934,5484,1784,view,3/04/2024
78816,613,1448,view,21/03/2025
68527,6817,1761,purchase,31/01/2025
21252,87,296,view,22/07/2024
23651,6749,1213,view,7/01/2024
59526,6715,1862,view,9/10/2024
45326,6014,1187,wishlist,9/07/2025
65647,1138,978,wishlist,29/07/2024
50590,5680,855,purchase,4/04/2024
1515,3142,1544,view,4/04/2024
17247,9732,786,view,17/12/2024
65903,9819,1542,view,21/03/2024
39933,3147,1707,cart,30/11/2024
44962,6851,1109,wishlist,22/08/2025
11908,2894,1070,view,13/03/2025
52536,9022,1094,view,1/05/2025
13993,6721,1688,cart,9/09/2025
45881,2165,1708,cart,22/08/2024
4431,5003,192,purchase,17/02/2024
21698,4119,360,purchase,26/06/2025
27515,2821,1261,view,7/05/2024
45108,155,1479,view,6/09/2024
58807,8359,923,view,27/10/2025
71724,2138,345,view,30/01/2025
48985,2557,674,cart,26/02/2024
47727,9717,1940,purchase,21/10/2024
4485,2822,893,view,14/01/2024
26056,855,1416,view,16/06/2025
26341,1069,966,view,29/01/2024
36797,3050,358,view,16/03/2024
50755,6670,1082,view,25/05/2024
71835,57,1941,view,10/04/2024
3013,3575,361,wishlist,15/05/2024
25575,8849,736,wishlist,5/11/2025
31931,6564,1702,view,11/02/2025
50530,2932,31,view,13/07/2024
58093,8084,603,cart,19/02/2024
73593,1370,1244,purchase,17/08/2024
45625,6458,1405,view,1/02/2025
50448,5420,1748,view,7/05/2024
74382,1363,994,view,23/11/2024
70884,2122,1318,cart,10/04/2025
44095,5502,508,wishlist,7/08/2025
533,9198,25,view,10/05/2025
9983,2894,1134,view,7/07/2025
25880,2963,1426,view,30/09/2025
40092,4450,1417,view,13/04/2025
40929,2945,1359,view,1/08/2024
58779,8832,1826,view,17/08/2025
67936,4281,1439,view,26/07/2024
10470,5467,1984,view,22/02/2025
67436,2928,1858,view,27/04/2024
14093,9439,1220,view,31/05/2024
39521,68,490,view,17/05/2024
43880,5525,90,view,12/11/2024
47805,9927,75,view,6/05/2025
58346,6778,197,view,11/10/2025
70305,6198,986,view,26/02/2024
71243,4390,39,cart,31/08/2024
8891,2336,1228,purchase,13/06/2025
4132,8224,854,view,28/12/2024
13930,1775,1615,view,7/06/2025
18856,9480,1793,view,30/06/2025
27592,2478,1315,view,30/10/2025
9471,4749,751,purchase,3/12/2024
14758,4781,270,view,8/06/2025
23676,9981,1511,view,2/04/2024
767,7493,193,view,7/01/2024
2419,6796,1650,view,28/10/2025
21028,7131,296,view,3/05/2024
15560,4155,57,cart,14/05/2025
35377,6677,705,cart,22/02/2024
66377,2202,967,cart,26/08/2025
60316,700,898,wishlist,6/05/2024
16297,2518,1732,view,22/03/2024
32853,8941,1322,view,17/06/2025
62582,5451,1334,view,11/02/2025
13475,3286,1357,view,2/08/2024
25797,7605,342,view,26/05/2024
52185,1795,349,view,21/07/2025
31749,5807,1080,cart,6/01/2025
38249,8419,210,cart,31/12/2024
54998,2419,1810,cart,14/08/2024
58993,1407,289,cart,28/12/2024
72022,5889,8,wishlist,6/07/2024
8965,9687,6,purchase,29/08/2024
18737,9297,203,view,12/04/2025
27392,1992,1728,view,15/09/2024
76211,7106,473,wishlist,2/02/2025
61416,2887,17,purchase,29/04/2024
1715,2862,1255,view,16/04/2024
7798,717,1619,view,5/09/2025
62427,6194,1031,view,2/05/2025
9942,1747,406,view,3/03/2024
61158,4655,533,view,5/05/2025
12824,4167,1009,cart,11/06/2025
15517,719,1927,cart,8/07/2025
20532,7292,1595,view,8/04/2025
59707,180,1475,view,1/03/2025
15388,616,1502,view,11/10/2024
50241,5720,302,view,6/12/2024
5061,6630,1290,wishlist,25/02/2025
21242,2001,1979,view,17/03/2025
47350,7980,811,view,6/10/2024
11981,3187,1903,cart,25/07/2024
7004,5095,1056,wishlist,11/07/2025
26949,2871,990,wishlist,22/10/2024
34072,6913,1645,view,23/03/2024
45170,969,559,view,26/02/2025
69976,295,610,view,5/06/2024
70634,1571,497,view,14/10/2025
51795,2016,1187,cart,21/02/2024
52220,913,12,view,22/06/2025
58279,2727,546,view,7/06/2025
25437,9965,1521,wishlist,23/12/2024
64553,285,236,wishlist,28/02/2025
67929,1526,1844,cart,4/12/2024
16626,574,503,view,7/10/2024
40067,7514,1076,view,17/08/2025
6380,2623,1003,cart,9/08/2025
14106,7332,74,purchase,15/03/2025
46392,4111,1528,view,6/01/2024
48912,6698,20,view,21/09/2025
44535,8954,795,cart,11/07/2025
50399,2281,1858,cart,23/07/2024
389,4074,30,view,11/07/2025
15843,8836,1647,view,4/11/2025
16653,8608,1659,view,1/02/2025
20392,2403,1302,view,18/04/2024
28098,6218,164,view,4/07/2025
7545,5059,1628,view,28/08/2024
11254,6928,982,view,19/02/2025
24124,8325,1838,view,15/06/2024
72898,8561,1594,view,30/04/2024
50289,5660,362,purchase,7/11/2025
13990,8933,1041,view,7/06/2025
23742,9076,1643,view,24/12/2024
26826,2043,974,view,20/07/2025
4424,684,276,wishlist,25/03/2025
38211,8554,1357,wishlist,10/07/2024
15493,5104,1881,view,11/07/2024
32917,7747,1138,view,4/06/2025
39059,3121,1453,view,23/03/2025
57775,1335,30,view,8/05/2024
66083,894,1815,view,25/09/2025
70348,8551,1443,view,18/02/2024
36429,4179,1634,cart,18/10/2024
45202,3211,1175,cart,4/06/2024
42904,8107,187,wishlist,26/02/2024
8474,5702,462,view,18/05/2024
8565,79,509,view,12/05/2024
13904,2758,1979,view,13/04/2025
42516,1691,1126,view,5/07/2025
47979,8525,848,view,16/02/2025
56861,6238,606,view,10/07/2025
72988,7441,622,view,26/02/2025
46978,9483,1924,cart,19/10/2024
55221,3780,628,cart,17/07/2025
56953,1951,1619,cart,29/08/2025
40448,6779,1740,view,2/01/2024
41379,6133,809,view,12/04/2024
59244,9678,1050,view,3/01/2025
62583,375,426,view,24/11/2024
30478,7752,1040,wishlist,29/08/2025
10021,3071,738,purchase,29/04/2025
21638,2685,1215,view,16/05/2024
28491,4522,550,view,26/05/2025
35041,2621,1849,view,17/10/2025
78975,4747,541,cart,9/10/2024
42824,6928,1059,wishlist,7/03/2024
13340,2650,1212,view,28/08/2024
15782,2871,1476,view,6/01/2024
45045,90,809,view,6/10/2025
45349,3510,1946,view,8/06/2025
60197,6744,1771,view,6/03/2024
33126,4700,1308,wishlist,10/01/2024
70095,3042,1887,wishlist,14/02/2024
79931,9236,703,view,30/04/2025
59780,1915,365,cart,26/10/2024
16251,4596,642,wishlist,10/02/2024
15802,5011,1301,view,3/02/2024
73342,1718,1870,view,14/12/2024
79346,4941,724,view,12/11/2025
9706,5444,39,view,4/06/2024
37041,1141,532,view,5/10/2024
42160,4736,904,view,17/03/2025
63405,8177,962,view,24/09/2024
10350,1254,1370,view,3/03/2025
43997,1237,1720,view,4/01/2024
601,9373,985,view,24/10/2024
6011,9168,74,view,10/03/2024
14994,3544,1070,view,11/04/2024
59773,6598,1105,view,9/07/2025
46337,1857,81,wishlist,24/02/2025
8083,6177,1291,view,27/01/2025
54929,9122,1660,view,22/08/2025
3833,8549,1115,cart,25/04/2024
33470,7646,894,purchase,23/12/2024
4785,4381,172,view,3/03/2025
26175,9418,315,view,18/05/2025
31871,4273,790,view,27/02/2024
76648,9953,1101,cart,3/04/2025
12768,3645,1072,wishlist,19/10/2025
725,7375,1463,view,2/03/2025
57793,8978,1118,view,4/01/2024
43180,9559,1175,wishlist,24/05/2024
45985,3029,477,view,5/06/2025
54070,7289,2,view,6/11/2025
58868,8744,1251,view,28/03/2025
12005,3888,590,view,31/05/2025
43895,5999,463,view,10/03/2024
51342,7762,15,view,29/12/2024
43700,7219,694,cart,29/09/2025
74974,1749,1410,cart,29/01/2024
42224,2973,1629,view,12/01/2024
49280,8588,680,view,15/06/2024
14266,882,1934,view,19/08/2024
57083,8471,702,view,10/05/2024
3418,8987,1239,view,2/06/2024
40052,1651,855,view,29/09/2024
54472,7577,1514,view,24/10/2024
61254,7257,1693,view,10/02/2025
68794,5887,227,wishlist,12/08/2024
54990,4787,326,view,21/07/2024
9319,6043,366,view,6/12/2024
17740,6705,528,view,19/12/2024
27658,764,287,view,14/02/2025
41202,3978,16,view,17/06/2024
42083,2014,1271,view,14/09/2024
58262,314,750,view,2/11/2025
68881,5517,1997,view,26/10/2025
53310,4786,1992,view,22/07/2025
68997,8376,1622,cart,15/10/2024
72451,8686,183,wishlist,12/05/2025
11103,9676,1540,view,15/11/2024
12512,2185,475,view,30/04/2024
20475,9885,274,view,11/06/2024
56870,2901,66,view,27/04/2024
741,9243,1096,purchase,2/09/2025
51651,1460,1454,view,14/06/2025
64516,7478,1896,view,2/04/2025
71885,5287,1032,view,22/11/2024
71985,8926,61,view,6/02/2025
10044,3261,275,cart,27/03/2024
27576,3125,538,wishlist,24/05/2024
11210,8318,1109,view,21/03/2025
43341,3316,1514,view,20/02/2024
45838,1604,1551,view,28/05/2025
48671,8498,1720,view,24/02/2025
66572,2261,1735,view,1/02/2025
77434,2963,1140,view,3/06/2025
26284,6286,498,cart,2/02/2025
7935,2202,1648,view,2/11/2024
19128,5060,508,view,6/07/2024
75864,310,1214,view,12/09/2024
78175,9777,1402,view,27/02/2025
28699,221,800,cart,27/07/2024
34704,3939,1947,wishlist,26/10/2025
12349,278,1762,purchase,24/03/2025
30603,4928,931,purchase,12/10/2025
15674,177,32,view,24/08/2025
15889,8527,271,view,29/06/2025
36709,7337,160,view,9/02/2024
49012,5255,1503,view,8/06/2025
61600,9881,1037,view,2/06/2024
71000,5258,471,view,28/09/2025
73698,7752,1916,view,11/03/2025
12029,7365,786,wishlist,19/10/2024
51683,2968,119,wishlist,19/03/2025
40003,6600,475,purchase,3/03/2025
6951,2799,1669,view,11/05/2024
11663,1646,1131,view,2/06/2024
26267,6524,270,view,15/02/2025
32167,673,1452,view,10/01/2024
33927,198,403,view,29/05/2024
65865,869,1889,view,15/04/2024
78399,8734,988,view,10/04/2025
7837,1941,1880,cart,20/02/2025
11993,7432,1582,cart,1/08/2024
53618,6179,1886,wishlist,15/08/2024
47211,6811,176,purchase,9/08/2024
6631,1336,1461,view,13/06/2024
7022,2410,313,view,30/04/2025
8532,8147,298,view,9/02/2024
14574,3834,1133,view,7/12/2024
59323,4130,825,view,7/10/2025
3500,9862,569,view,15/09/2025
32955,1776,508,view,17/07/2025
43743,88,1595,view,29/08/2025
49850,6478,1200,view,17/01/2025
76011,8824,139,view,5/10/2024
38161,755,847,wishlist,25/04/2025
28019,4504,988,view,13/03/2025
33079,5801,1789,view,21/07/2025
37188,7649,1966,view,6/11/2024
42851,3660,1245,view,27/05/2024
46476,9374,551,view,14/06/2024
75767,3571,445,view,12/05/2024
24193,868,1042,cart,26/06/2025
43688,2375,1084,wishlist,28/08/2024
17493,9361,740,view,5/07/2025
72976,1925,1799,view,29/10/2025
75551,3731,293,view,7/09/2025
32538,2240,1338,purchase,22/12/2024
48106,1222,1051,purchase,21/02/2025
2058,1511,1298,view,25/04/2024
46386,9114,1725,view,6/04/2024
32426,7603,1519,wishlist,30/04/2024
11758,1966,1582,view,23/08/2025
19152,6118,1006,view,21/08/2024
77149,1356,880,cart,24/02/2025
14233,500,1968,wishlist,5/07/2025
20432,8259,1153,view,22/10/2025
43059,744,830,view,14/07/2024
44742,8570,115,view,15/07/2024
57783,5582,268,view,13/09/2024
9640,5666,1336,cart,2/02/2024
13759,619,842,view,25/10/2025
36522,1229,1873,view,15/04/2024
40278,2133,667,view,3/02/2025
40904,3962,188,view,3/02/2024
46859,2788,277,view,5/10/2025
57526,2445,1624,cart,9/01/2024
7538,4271,111,view,7/12/2024
46223,9683,1538,view,20/08/2025
75008,7309,414,view,10/04/2025
8127,4659,996,view,24/07/2025
40752,4259,619,view,26/05/2025
26363,5633,34,cart,9/01/2024
61247,9053,253,cart,21/05/2024
12563,9227,1006,wishlist,6/06/2025
22507,4305,952,view,27/07/2025
50323,4618,760,view,27/12/2024
17012,1833,1284,wishlist,30/04/2024
9771,4953,592,view,2/02/2024
21113,7422,943,view,15/04/2025
32620,4829,916,view,29/09/2024
62712,4508,1105,view,21/05/2025
63844,5117,1324,view,18/09/2025
31715,3949,658,wishlist,14/04/2025
21693,3419,387,view,24/09/2025
21841,5504,1343,view,16/03/2024
1510,4728,552,wishlist,10/03/2024
55870,9596,1372,wishlist,3/02/2024
7361,6627,1244,view,11/02/2024
11509,9116,1114,view,21/01/2024
1745,3567,1704,wishlist,21/08/2024
66291,8099,688,wishlist,27/07/2025
798,7629,1088,view,7/06/2024
3522,7951,1129,view,9/04/2024
10739,9489,1162,view,13/05/2024
15741,8309,1068,view,13/01/2025
25114,5576,1599,view,3/02/2024
30283,5606,525,view,21/04/2024
48197,9892,208,view,5/02/2025
51193,3352,1408,view,13/06/2024
56919,318,1489,view,5/02/2025
63743,6729,93,view,18/03/2025
16310,9219,82,view,19/10/2025
28142,6254,1305,view,26/07/2024
67350,9999,1406,cart,4/11/2024
12208,4273,1221,purchase,5/05/2025
26137,5859,87,view,2/07/2024
32817,9391,1915,view,13/02/2024
45640,7815,253,view,19/06/2024
56341,9558,595,view,24/02/2024
3477,8337,220,cart,17/06/2024
3705,9335,101,cart,5/10/2024
77912,5218,420,cart,9/04/2025
22760,845,219,wishlist,11/06/2025
35769,5955,823,view,27/07/2024
59057,1974,1028,view,2/07/2024
38525,1039,548,view,6/07/2025
41885,4047,66,view,1/05/2024
77769,3920,1165,view,30/07/2024
32192,8245,610,cart,30/10/2024
5162,2149,708,view,1/02/2024
17845,3470,864,view,23/05/2025
37782,5141,1179,view,3/03/2025
48224,2301,1806,view,18/06/2025
58729,486,1727,view,24/03/2024
63196,8112,792,view,26/03/2025
49081,861,1506,cart,27/12/2024
59752,3352,176,cart,26/08/2024
37040,6831,86,view,7/11/2024
67408,4299,338,view,1/09/2025
68482,1400,127,view,27/04/2024
18840,1907,213,cart,24/05/2025
29211,8719,1816,cart,20/08/2024
687,994,1438,view,26/06/2024
4271,6033,728,view,24/03/2025
65226,5855,1010,view,6/04/2024
5924,804,1391,purchase,9/10/2025
1207,1383,1194,view,16/07/2024
4946,8380,1232,view,20/06/2025
19870,3272,1286,view,29/01/2025
22271,4532,473,view,9/01/2024
35438,918,1065,view,21/03/2025
65225,3345,687,view,3/01/2025
69557,9788,980,view,2/04/2025
75034,5093,1521,view,9/06/2025
76147,9637,1984,view,23/03/2025
50989,3127,1200,cart,16/01/2025
14924,765,1717,wishlist,8/05/2025
11897,7827,1644,view,29/03/2025
16668,4490,108,view,4/04/2025
43839,1541,1380,view,7/12/2024
58720,6878,267,view,27/08/2024
79886,8560,1288,view,13/07/2025
3946,1315,1250,view,23/09/2025
46426,578,947,view,2/07/2024
72426,413,1856,view,7/11/2024
5036,8723,1373,view,7/11/2024
19784,9976,1971,view,11/01/2025
46570,3351,1365,view,16/03/2024
11338,8796,1311,cart,5/06/2024
22856,7857,516,cart,5/02/2024
15626,5225,380,purchase,24/09/2025
32423,6178,415,view,18/07/2024
33997,1727,925,view,26/12/2024
49833,9320,1539,view,2/04/2025
60006,5982,1772,view,19/01/2025
77742,1192,551,view,30/01/2024
26898,8020,793,cart,3/04/2025
23493,1722,1389,purchase,25/07/2024
45613,4082,742,purchase,9/08/2025
67216,365,206,purchase,17/09/2025
17148,903,53,view,10/07/2024
21961,6577,66,view,13/02/2024
30261,7617,1995,view,18/09/2024
57423,3636,338,view,6/11/2025
21429,5307,1468,view,20/10/2025
39649,8274,538,view,3/12/2024
58995,4531,118,view,10/02/2025
62779,291,561,view,18/06/2025
69141,8941,1259,view,3/11/2025
20554,9380,1374,cart,3/09/2025
26190,7398,1087,cart,16/06/2025
20523,4782,559,view,26/06/2024
31158,6381,1037,view,4/04/2024
63837,8336,650,view,6/06/2024
73778,2416,94,view,1/01/2025
77926,5644,353,view,10/08/2025
2354,6776,1489,view,25/07/2024
41923,7261,703,view,15/04/2025
15593,7803,1992,wishlist,31/01/2024
1326,8825,1619,view,9/08/2024
11735,5753,1352,view,4/06/2025
28435,641,1195,view,7/07/2025
41788,5680,482,view,8/07/2025
67327,6669,1511,view,14/09/2025
26758,8863,1634,cart,20/08/2025
34172,1657,1751,purchase,30/09/2025
35329,9402,811,view,4/10/2024
55030,242,1148,view,16/03/2024
69065,7764,1752,view,25/05/2025
43489,5668,1366,cart,1/07/2024
43655,1099,1771,cart,10/11/2025
68067,8118,776,wishlist,5/08/2024
69429,4525,375,wishlist,30/12/2024
3973,1802,482,view,22/08/2025
20546,2659,218,view,10/04/2024
35379,6343,1402,view,3/04/2025
44043,9577,657,view,6/07/2025
3505,2426,259,view,22/05/2025
55180,234,148,view,22/06/2024
24843,8119,1886,wishlist,15/06/2025
67398,8128,596,purchase,16/05/2025
29665,1550,1238,view,29/07/2024
11036,2935,828,wishlist,28/10/2025
55648,4094,1060,purchase,7/06/2024
4367,7904,252,view,13/03/2025
16365,1651,1510,view,19/06/2024
21227,7646,758,view,23/09/2024
39145,9776,524,view,24/09/2024
45492,4370,1327,view,2/10/2025
47530,7593,1096,view,7/03/2024
